"rank"	"DPName"	"dpID"	"dpIDSource"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"measurementScale"	"ontologyMapping"	"pubFormat"	"exampleEntry"	"usage"	"fieldType"	"tableType"	"inputs"	"ingestDPIDSource"	"ingestTableSource"	"ingestFieldSource"	"inputFieldParameter"	"filterSampleClass"	"timeIndex"	"timeDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"	"lovName"	"primaryKey"	"redactionFlag"
13	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"analyteMetricsCount"	"Count of how many measurements were used to determine analyte metrics"	"unsigned integer"	"number"	"ratio"	""	"integer"	"106"	"both"	"DP"	"lab-current"	"analyteMetricsCount"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
14	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"qaReportingStartDate"	"Start date for the quality assurance (QA) reporting period"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20150101"	"both"	"DP"	"lab-current"	"qaReportingStartDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
15	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"qaReportingEndDate"	"End date for the quality assurance (QA) reporting period"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20170101"	"both"	"DP"	"lab-current"	"qaReportingEndDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
16	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"laboratoryName"	"Name of the laboratory or facility that is processing the sample"	"string"	NA	"nominal"	""	"asIs"	"EcoAnalysts"	"both"	"DP"	"lab-current"	"namedLocationName"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"ACTIVITY_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
17	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"labSpecificStartDate"	"Date a specific analyte, instrument, and associated method detection limit combination started"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20150101"	"both"	"DP"	"lab-current"	"labSpecificStartDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
18	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"labSpecificEndDate"	"Date a specific analyte, instrument, and associated method detection limit combination ended"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20170101"	"both"	"DP"	"lab-current"	"labSpecificEndDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
19	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"instrument"	"Type of instrument used for the analysis"	"string"	NA	"textDomain"	""	"asIs"	"Lambda 25 UV-Vis Spectrophotometer"	"both"	"DP"	"lab-current"	"instrument"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
20	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"testMethod"	"Method used to conduct test"	"string"	NA	"textDomain"	""	"asIs"	"NEON_ChlandCarotenoids_Methanol"	"both"	"DP"	"lab-current"	"testMethod"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
21	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"method"	"Published method used for analysis"	"string"	NA	"textDomain"	""	"asIs"	"Lichtenthaler, H.K. (1987) Chlorophylls and Carotenoids: Pigments of Photosynthetic Biomembranes. Methods in Enzymology 148: 350-382. 2"	"both"	"DP"	"lab-current"	"method"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
22	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_chlorophyllSummary_pub"	"Long-term uncertainty values for chlorophyll analyses"	"dataQF"	"Data quality flag"	"string"	NA	"nominal"	""	"asIs"	""	"both"	"DP"	"lab-current"	"dataQF"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_chlorophyllSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
1	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"uid"	"Unique ID within NEON database; an identifier for the record"	"string"	NA	"textDomain"	""	"asIs"	"B0F07806AEB248"	"both"	"uid"	"site-date"	""	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"GENERATED"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
2	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"namedLocation"	"Name of the measurement location in the NEON database"	"string"	NA	"nominal"	""	"asIs"	"GRSM_001.basePlot.cfc"	"both"	"DP"	"site-date"	"namedLocationName"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"ACTIVITY_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
3	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"domainID"	"Unique identifier of the NEON domain"	"string"	NA	"nominal"	""	"asIs"	"D07"	"both"	"DP"	"site-date"	"DOMAIN"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"NAMED_LOCATION"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
4	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"siteID"	"NEON site code"	"string"	NA	"nominal"	""	"asIs"	"GRSM"	"both"	"DP"	"site-date"	"SITE"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"NAMED_LOCATION"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
5	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"plotID"	"Plot identifier (NEON site code_XXX)"	"string"	NA	"nominal"	""	"asIs"	"GRSM_001"	"both"	"DP"	"site-date"	"Plot ID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"NAMED_LOCATION"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
6	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"plotType"	"NEON plot type in which sampling occurred: tower, distributed or gradient"	"string"	NA	"nominal"	""	"asIs"	"distributed"	"both"	"DP"	"site-date"	"Plot type"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"NAMED_LOCATION"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
7	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"sampleID"	"Identifier for sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705"	"both"	"DP"	"site-date"	"parentSampleTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	""	0	NA	"basic"	"N"	"Equals: cfc_fieldData_in.sampleID"	""	"N"	""
8	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"sampleCode"	"Barcode of a sample"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB589496"	"both"	"DP"	"site-date"	"parentSampleBarcode"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	""	0	NA	"basic"	"N"	""	""	"N"	""
9	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"ligninSampleID"	"Identifier for a lignin sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705.lig"	"both"	"DP"	"site-date"	"primarySampleTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"SAMPLE_TABLE"	"cfc_chemistrySubsampling_in.ligninSampleID"	""	0	NA	"basic"	"N"	"Equals: cfc_chemistrySubsampling_in.ligninSampleID"	""	"Y"	""
10	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"ligninSampleBarcode"	"Barcode for a lignin sample"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB589498"	"both"	"DP"	"site-date"	"primarySampleBarcode"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"SAMPLE_TABLE"	"cfc_chemistrySubsampling_in.ligninSampleID"	""	0	NA	"basic"	"N"	""	""	"Y"	""
11	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"setDate"	"Date that trap was set"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd'T'HH:mm'Z'(floor)"	"2020-07-05T12:24"	"both"	"resultStartDate"	"site-date"	"activityStartDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"ACTIVITY_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
12	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"collectDate"	"Date of the collection event"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd'T'HH:mm'Z'(floor)"	"2020-07-05T12:24"	"both"	"resultEndDate"	"site-date"	"activityEndDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"ACTIVITY_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
13	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"analysisDate"	"Date that the sample was analyzed"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20200815"	"both"	"DP"	"site-date"	"analysisDate"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
14	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"analyticalRepNumber"	"Number of the analytical replicate"	"unsigned integer"	"number"	"ordinal"	""	"integer"	"1"	"both"	"DP"	"site-date"	"analyticalRepNumber"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"Y"	""
15	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"dryMass"	"Oven-dried mass of sample or subsample"	"real"	"gram"	"ratio"	""	"*.###(round)"	"0.564"	"both"	"DP"	"site-date"	"dryMass"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
16	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestVolume"	"Volume of digest solution used"	"real"	"milliliter"	"ratio"	""	"integer"	"50"	"both"	"DP"	"site-date"	"digestVolume"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
17	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestPhosphorusConc"	"Concentration of phophorus in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"11.49"	"both"	"DP"	"site-date"	"digestPhosphorusConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
18	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestPotassiumConc"	"Concentration of potassium in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"82.09"	"both"	"DP"	"site-date"	"digestPotassiumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
19	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestCalciumConc"	"Concentration of calcium in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"98.11"	"both"	"DP"	"site-date"	"digestCalciumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
20	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestMagnesiumConc"	"Concentration of magnesium in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"14.19"	"both"	"DP"	"site-date"	"digestMagnesiumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
21	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestSulfurConc"	"Concentration of sulfur in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"11.96"	"both"	"DP"	"site-date"	"digestSulfurConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
22	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestManganeseConc"	"Concentration of manganese in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"2.92"	"both"	"DP"	"site-date"	"digestManganeseConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
23	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestIronConc"	"Concentration of iron in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"0.57"	"both"	"DP"	"site-date"	"digestIronConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
24	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestCopperConc"	"Concentration of copper in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"0.12"	"both"	"DP"	"site-date"	"digestCopperConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
25	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestBoronConc"	"Concentration of boron in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"0.43"	"both"	"DP"	"site-date"	"digestBoronConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
26	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"digestZincConc"	"Concentration of zinc in sample digest"	"real"	"milligramsPerLiter"	"ratio"	""	"*.##(round)"	"0.14"	"both"	"DP"	"site-date"	"digestZincConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
27	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarPhosphorusConc"	"Concentration of phophorus in plant foliage sample on a dry mass basis"	"real"	"percent"	"ratio"	""	"*.###(round)"	"0.135"	"both"	"DP"	"site-date"	"foliarPhosphorusConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
28	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarPotassiumConc"	"Concentration of potassium in plant foliage sample on a dry mass basis"	"real"	"percent"	"ratio"	""	"*.###(round)"	"1.591"	"both"	"DP"	"site-date"	"foliarPotassiumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
29	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarCalciumConc"	"Concentration of calcium in plant foliage sample on a dry mass basis"	"real"	"percent"	"ratio"	""	"*.###(round)"	"1.902"	"both"	"DP"	"site-date"	"foliarCalciumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
30	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarMagnesiumConc"	"Concentration of magnesium in plant foliage sample on a dry mass basis"	"real"	"percent"	"ratio"	""	"*.###(round)"	"0.275"	"both"	"DP"	"site-date"	"foliarMagnesiumConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
31	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarSulfurConc"	"Concentration of sulfur in plant foliage sample on a dry mass basis"	"real"	"percent"	"ratio"	""	"*.###(round)"	"0.176"	"both"	"DP"	"site-date"	"foliarSulfurConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
32	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarManganeseConc"	"Concentration of manganese in plant foliage sample on a dry mass basis"	"real"	"milligramsPerKilogram"	"ratio"	""	"*.#(round)"	"446.7"	"both"	"DP"	"site-date"	"foliarManganeseConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
33	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarIronConc"	"Concentration of iron in plant foliage sample on a dry mass basis"	"real"	"milligramsPerKilogram"	"ratio"	""	"*.#(round)"	"46.5"	"both"	"DP"	"site-date"	"foliarIronConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
34	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_elements_pub"	"External lab analysis of major, minor, and trace element concentrations in foliage"	"foliarCopperConc"	"Concentration of copper in plant foliage sample on a dry mass basis"	"real"	"milligramsPerKilogram"	"ratio"	""	"*.#(round)"	"10.2"	"both"	"DP"	"site-date"	"foliarCopperConc"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_elements_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
